,name,sku,selling_price,original_price,currency,availability,color,category,source,source_website,breadcrumbs,description,brand,country,average_rating,reviews_count,crawled_at,discount_amount,discount_percent
432,Daily 3.0 Shoes,H04578,54,60,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"A fresh take on a classic, these adidas shoes blend a heritage feel with modern materials and design. Your walk across campus has never looked or felt this good.",adidas,USA,4.6,843,2021-10-23 17:51:21.105844,6,10.0
433,Adilette Lite Slides,GZ8144,21,30,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"While these are officially called adidas Adilette slides, you could also refer to them as pure comfort. The soft, lightweight classics make getting out the door easy. They're also perfect for lounging around the house and retreating from the outside world. Socks or no socks. Your call.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.7,454,2021-10-23 17:51:21.185434,9,30.0
434,Futurenatural Shoes,FX9742,84,120,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"Imagine if your feet designed your running shoes. They'd want something that worked with their natural movement, not against it. They would celebrate their own shape in comfort, all day. Reward them (finally!) for all their hard work with adidas Futurenatural. The adidas Primeknit upper is flexible yet supportive. It rides on a cushioned, wrapped heel, adding points for stability.",adidas,USA,4.5,125,2021-10-23 17:51:21.271399,36,30.0
435,FutureNatural Shoes,GX5143,96,120,USD,instock,Pink,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"Trends change, but feet remain the same. Made for running and training, these adidas shoes were designed to work with the foot to support natural movement in every direction. A smooth transition between the adidas Primeknit upper and injected PU midsole provides a seamless fit and unrestricted feel. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.5,125,2021-10-23 17:51:21.360447,24,20.0
436,ZX 2K Boost Shoes,GY5807,105,150,USD,instock,Grey,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"The adidas ZX line revolutionized running shoes back in the '80s, and they're still innovating today. Speed is no longer the goal — though you can definitely zoom through the day in this pair. This time they're pushing the envelope in comfort and style. The futuristic design stands out while energy-returning Boost charges up your stride.",adidas,USA,4.7,2540,2021-10-23 17:51:21.449352,45,30.0
437,Terrex Trailmaker Hiking Shoes,FX4183,46,65,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Kids/Shoes,"Get them outside and exploring. The adidas Terrex Trailmaker Hiking Shoes let kids roam with confidence. Durable, lightweight and with a grippy outsole, they provide comfort and support on the trail. Small hands can manage the hook-and-loop strap. Traditional laces allow for a snug fit.",adidas,USA,4.7,31,2021-10-23 17:51:22.080336,19,29.230769230769234
438,Geodiver Primeblue Shoes,FX5080,63,90,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Style or planet? No need to pick sides. Lace into the streamlined design of these sporty shoes and join in adidas' commitment to help end plastic waste. Their minimalist upper is made with recycled materials and a partially recycled EVA midsole that keeps you walking on clouds. Sometimes, less is more.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",adidas,USA,4.6,512,2021-10-23 17:51:22.169997,27,30.0
439,X9000L4 Shoes,S23674,98,140,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"A few miles can be enough to reset your mind. These adidas running shoes keep you feeling good on short- to mid-distance runs. They ride on a full-length Boost midsole, which returns energy with every stride. The design draws inspiration from the virtual realm, with shocks of color and semi-translucent details that are reminiscent of a glowing screen. A glitched pattern on the outsole offers grippy traction on city streets.",adidas,USA,4.5,108,2021-10-23 17:51:22.247493,42,30.0
440,Puremotion Shoes,H00589,56,70,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,Be ready for days when the action keeps coming. Head out the door in these running-inspired shoes that combine simple elegance with lasting comfort. The plush midsole cushions each stride to keep you feeling energized until long after sundown.,adidas,USA,4.5,808,2021-10-23 17:51:22.333910,14,20.0
441,Marvel Predator Freak.1 Firm Ground Cleats,FY1119,200,250,USD,instock,Yellow,Shoes,adidas United States,https://www.adidas.com,Soccer/Shoes,Predator has mutated to give you freakish control. These limited-edition soccer cleats bring a classic comic book character prowling onto the pitch. Wolverine and Marvel X-Men graphics dominate the adidas Primeknit upper and insole. Extended Demonskin and a split outsole team up to help you overpower your rivals on firm ground.,adidas,USA,4.3,260,2021-10-23 17:51:22.527237,50,20.0
442,Grand Court SE Shoes,FY8169,52,65,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,Vintage vibes. New soul. These shoes have a clean and contemporary design with the bones of '70s-era tennis trainers. This version has soft suede overlays and adidas-print laces.,adidas,USA,4.8,165,2021-10-23 17:51:22.622293,13,20.0
443,Terrex Trailmaker Hiking Shoes,FZ2594,52,65,USD,instock,Purple,Shoes,adidas United States,https://www.adidas.com,Kids/Shoes,"Get them outside and exploring. The adidas Terrex Trailmaker Hiking Shoes let kids roam with confidence. Durable, lightweight and with a grippy outsole, they provide comfort and support on the trail. Small hands can manage the hook-and-loop strap. Traditional laces allow for a snug fit.",adidas,USA,4.7,31,2021-10-23 17:51:22.701392,13,20.0
444,Terrex Trailmaker RAIN.RDY Hiking Shoes,FZ2592,64,80,USD,instock,Purple,Shoes,adidas United States,https://www.adidas.com,Kids/Shoes,"Comfy feet mean happy adventures. Get your little explorer out on the trails in these adidas hiking shoes. They have a lightweight, running-shoe feel and durable support for tromping over rocks and mud. RAIN.RDY tech keeps little feet warm and dry in wet conditions. A Traxion outsole grips tight to slick surfaces.",adidas,USA,4.8,29,2021-10-23 17:51:22.778036,16,20.0
445,X9000L4 Shoes,S23672,98,140,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"A few miles can be enough to reset your mind. These adidas running shoes keep you feeling good on short- to mid-distance runs. They ride on a full-length Boost midsole, which returns energy with every stride. The design draws inspiration from the virtual realm, with shocks of color and semi-translucent details that are reminiscent of a glowing screen. A glitched pattern on the outsole offers grippy traction on city streets.",adidas,USA,4.5,108,2021-10-23 17:51:23.750717,42,30.0
446,Superstar 360 Primeblue Sandals,FX4934,25,35,USD,instock,Yellow,Shoes,adidas United States,https://www.adidas.com,Kids/Shoes,"Sandals are for sunny days and splashing through waves. Oceans are for starfish and whales, not for plastic. Get your little one dreaming of the seas and helping to protect them as they do. These toddlers' adidas sandals are made with recycled materials in an effort to help end plastic waste. They're also breathable and built to flex so tiny feet stay comfy while they play. 

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",adidas,USA,4.9,25,2021-10-23 17:51:23.828170,10,28.57142857142857
447,Copa Sense.3 Firm Ground Cleats,FW6514,64,80,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Soccer/Shoes,Some players talk a good game. But the best ones feel it. Get in touch with your senses and elevate your play in Copa Sense. These adidas soccer cleats feature soft leather for a smooth first touch. The seamless upper molds around the contours of your foot for a comfortable fit. The outsole delivers high traction on firm ground.,adidas,USA,4.5,214,2021-10-23 17:51:23.912812,16,20.0
448,Geodiver Primeblue Shoes,FX5079,63,90,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Style or planet? No need to pick sides. Lace into the streamlined design of these sporty shoes and join in adidas' commitment to help end plastic waste. Their minimalist upper is made with recycled materials and a partially recycled EVA midsole that keeps you walking on clouds. Sometimes, less is more.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",adidas,USA,4.6,512,2021-10-23 17:51:24.002140,27,30.0
449,Multix Shoes,Q47136,48,60,USD,instock,Pink,Shoes,adidas United States,https://www.adidas.com,Kids/Shoes,"Calling all explorers. Go anywhere and try everything in these juniors' adidas shoes. Clean style keeps your look legit. Hits of holographic accents level up the space-inspired look. Sorry, no jet pack included.",adidas,USA,4.8,85,2021-10-23 17:51:24.193804,12,20.0
450,Lite Racer Adapt 3.0 Shoes,GZ5256,39,55,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Kids/Shoes,"Whether your little one is meeting friends in the park or heading to school in the morning, these kids' slip-on shoes make it easy for them to get out the door and into their day. The sock-like fit and cushioned midsole keep feet comfortable for all-day play, and adidas logos and stretch laces complete the look.",adidas,USA,4.6,602,2021-10-23 17:51:24.283930,16,29.09090909090909
451,Adizero Club Tennis Shoes,FX1482,44,55,USD,instock,Blue,Shoes,adidas United States,https://www.adidas.com,Kids/Shoes,"They'll cover every inch of the court in these kids' adidas Adizero Club tennis shoes. The lightweight knit textile upper locks them in for comfortable sprinting and secure side-steps. EVA in the midsole ensures soft landings from serves and smashes. Underneath, the Adiwear outsole stands up to the most energetic play.",adidas,USA,4.5,17,2021-10-23 17:51:24.361560,11,20.0
452,ZX 700 HD Shoes,G55781,63,90,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Can you ever really lose spirit? The adidas ZX series would say no. Years may pass, things may change. The core remains. Not to get too poetic, but this modern version of the iconic shoes does inspire a certain nostalgia. The modern edge balances it out.",adidas,USA,4.1,251,2021-10-23 17:51:24.442064,27,30.0
453,ZX 1K Boost Shoes,H05335,70,100,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Comfort never needs to be sacrificed when it comes to fashion. These adidas ZX shoes make sure it's not. Doubled up on cushioning, the sleek sneakers have a combined Boost and EVA midsole. The knit mesh upper takes the modern look further and wraps the foot in pure swagger with iridescent details that shine as the light hits them.",adidas,USA,3.9,515,2021-10-23 17:51:24.529639,30,30.0
454,ZX 1K Boost Shoes,H05328,70,100,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Comfort never needs to be sacrificed when it comes to fashion. These adidas ZX shoes make sure it's not. Doubled up on cushioning, the sleek sneakers have a combined Boost and EVA midsole. The mesh upper takes the modern look further and wraps the foot in pure swagger, with high-vis colors to make sure the style won't be missed.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,3.9,515,2021-10-23 17:51:24.632536,30,30.0
455,ZX 1K Boost Shoes,H00416,90,100,USD,instock,Blue,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"The ZX series entered the scene in the '80s and took hold of running culture with its groundbreaking approach to speed. These adidas ZX 1K Boost Shoes might not be about performance anymore, but that doesn't mean they're slowing down. Forever forward focused, the progressive silhouette doubles up on comfort with a plush Boost and EVA midsole combo. The ripstop upper is accented with synthetic overlays.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,3.9,515,2021-10-23 17:51:24.726778,10,10.0
456,Lite Racer Adapt 3.0 Shoes,GZ7985,44,55,USD,instock,Grey,Shoes,adidas United States,https://www.adidas.com,Kids/Shoes,"Whether your little one is meeting friends in the park or heading to school in the morning, these kids' slip-on shoes make it easy for them to get out the door and into their day. The sock-like fit and cushioned midsole keep feet comfortable for all-day play, and adidas logos and stretch laces complete the look.",adidas,USA,4.6,602,2021-10-23 17:51:24.812766,11,20.0
457,ZX 1K Boost Shoes,GW8625,70,100,USD,instock,Green,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"ZX stands for many things. Innovation. Evolution. Comfort. These adidas ZX 1K Boost Shoes have all of it. In fact, they dial things up a notch with a half-Boost midsole that charges up your stride and a lightweight, ripstop upper. Plus, style. See those bright colors? Every step shines.",adidas,USA,4.2,77,2021-10-23 17:51:25.342226,30,30.0
458,ZX 1K Boost Shoes,FX6865,70,100,USD,instock,Turquoise,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"When you're charged up and activated, nothing can stand in your way. At least, nothing SHOULD stand in your way. Comfort is key, and these adidas ZX 1K Boost Shoes are packed with it, thanks to a half-Boost, half-EVA midsole (otherwise known as a winning combo). Take to the streets. Be there a while. These are along for the whole ride.",adidas,USA,4.2,77,2021-10-23 17:51:25.535763,30,30.0
459,NMD_R1 Spectoo Shoes,FZ3208,75,150,USD,outofstock,Pink,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"Since the beginning, the adidas NMD franchise has been focused on the future. It's about evolution. It's about progress. 

Inspired by our constantly connected world of streaming data, these adidas NMD_R1 Spectoo Shoes put a fresh spin on classic NMD style. The streamlined knit upper is marked with text graphics and a translucent side, a subtle nod to the transition from city explorer to digital traveler. Flexible and responsive, the adidas Boost midsole is unbelievably comfortable from the first step to the last.",adidas,USA,4.1,181,2021-10-23 17:51:25.612722,75,50.0
460,Multix Shoes,H02951,64,80,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"No matter how you spin it, splice it or evolve it, the adidas DNA is always undeniably clear. These adidas Multix Shoes are proof. They take a bit of inspiration from our past innovation and rich heritage and make something entirely new. And something super comfortable, thanks to the EVA midsole.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.5,314,2021-10-23 17:51:25.686844,16,20.0
461,ZX 1K Boost Shoes,GX6117,90,100,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Originals/Shoes,Why should runners get all the glory? Lace into these adidas ZX 1K Boost Shoes and experience the same cutting-edge tech that first found its footing on the track. No running required. This pair fuses energy-returning Boost and EVA cushioning with sleek design for everyday wear. See the tech. Feel the comfort. Own your day.,adidas,USA,3.9,515,2021-10-23 17:51:25.769759,10,10.0
462,Superstar Shoes,GY0638,88,110,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"The next time you're walking down the street, look down. How many pairs of adidas Superstar Shoes pass by you as you move from point A to point B? There's a reason they've become a guide through our cultural landscape. They're not limited to one thing, one person or one place. In fact, the word ""limit"" has never applied to the iconic rubber shell toe. Sport, music, fashion. The legendary sneakers have played their role in all of them. Only question is, what will YOU do in them?

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.8,1866,2021-10-23 17:51:25.988246,22,20.0
463,ZX 1K Boost Shoes,FY3631,90,100,USD,instock,Orange,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Why should the best adidas techs exist only in performance footwear? Turns out, they don't have to. Sleek enough for everyday wear and packed with adidas technology, these ZX 1K Boost Shoes are the best of both worlds. A lightweight ripstop upper accented with synthetic suede keeps the look casual, and Boost and EVA combine to create a cushioned midsole.",adidas,USA,3.9,515,2021-10-23 17:51:26.085152,10,10.0
464,Originals Flex Shoes,GZ7017,56,70,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Kids/Shoes,"Wear them however you like. Customize the look of these juniors' adidas shoes by wearing them without the laces or lacing through different holes. However you style 'em, you'll get a super-flexible feel and a fit that hugs your feet like your favorite socks.",adidas,USA,4.5,41,2021-10-23 17:51:26.177489,14,20.0
465,ZX 700 HD shoes,FX5812,81,90,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,Stand still? No thanks. The ZX line has always stood for innovation. The latest addition to adidas' tech-driven line is no exception. These sneakers are the perfect combination of modern materials and retro style. Go ahead. Step into the future.,adidas,USA,4.1,251,2021-10-23 17:51:26.366611,9,10.0
466,ZX 700 HD Shoes,H01851,81,90,USD,instock,Grey,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"The path to the future is built on lessons from the past. With that in mind, these adidas ZX 700 HD Shoes revisit their roots as high-mileage running shoes from the '80s. The comfort and casual style are as strong as ever. Now that they're updated using recycled materials, you've got — dare we say it — perfection? Lace in and see what you think. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.1,251,2021-10-23 17:51:26.448232,9,10.0
467,ZX 700 HD Shoes,H01847,81,90,USD,instock,Grey,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Casual in the '80s is the same as casual today. Meaning, it's about feeling just plain good. Which is exactly what these adidas ZX 700 HD Shoes do. They're an '80s icon through and through, just with subtle modern tweaks for a little extra flavor.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.1,251,2021-10-23 17:51:26.531097,9,10.0
468,ZX 1K Boost Shoes,GW8622,70,100,USD,instock,Green,Shoes,adidas United States,https://www.adidas.com,Originals/Shoes,Why should runners get all the glory? Lace into these adidas ZX 1K Boost Shoes and experience the same cutting-edge tech that first found its footing on the track. No running required. This pair fuses energy-returning Boost and EVA cushioning with sleek design for everyday wear. See the tech. Feel the comfort. Own your day.,adidas,USA,3.9,515,2021-10-23 17:51:27.120415,30,30.0
469,Multix Shoes,H04494,56,80,USD,instock,Green,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"They say the morning sets the tone for the day. So why not start it off with a win and lace into these adidas Multix Shoes? They're straight from the track, so they know about a fast pace, comfort and the push to the finish line. (Yes, we're getting metaphorical here.)

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.2,350,2021-10-23 17:51:27.224407,24,30.0
470,Puremotion Shoes,GZ5243,48,60,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Kids/Shoes,"Kids seem to have more energy than they know what to do with. From the moment they wake up, they're on the move. Send your young athlete out in the running-inspired foot support of these adidas Puremotion Shoes. Lightweight and breathable with classic style, these shoes keep kids laced up in comfort and protection.",adidas,USA,4.9,18,2021-10-23 17:51:27.304277,12,20.0
471,ZX 700 HD Shoes,H01846,81,90,USD,instock,Yellow,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Casual in the '80s is the same as casual today. Meaning, it's about feeling just plain good. Which is exactly what these adidas ZX 700 HD Shoes do. They're an '80s icon through and through, just with subtle modern tweaks for a little extra flavor.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.1,251,2021-10-23 17:51:27.399215,9,10.0
472,Geodiver Primeblue Shoes,H01782,72,90,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"One step at a time. That's how we create meaningful change. Lace into these adidas shoes and start walking. They're made with recycled materials so each step is one step closer to helping end plastic waste. Based on the running archives, they're stylish too. You can strut, stroll or moonwalk if you prefer. 

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",adidas,USA,4.6,512,2021-10-23 17:51:27.483234,18,20.0
473,ZX 2K Boost Shoes,GV7760,90,150,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,The ZX stepped onto the scene as a revolutionary line of technical runners. These adidas ZX 2K Boost Shoes honor the spirit of innovation that drives change in tech and in culture. A gradient Boost midsole fades from dark to light to add fresh style to your look.,adidas,USA,4.7,684,2021-10-23 17:51:27.589005,60,40.0
474,ZX 1K Boost Shoes,H68718,70,100,USD,instock,Grey,Shoes,adidas United States,https://www.adidas.com,Originals/Shoes,"In a constantly evolving world, keeping up is just part of the routine. Stay on top of it in these airy knit mesh adidas shoes. The ZX series has merged technology with culture since the '80s. Today a combination of Boost and EVA cushioning keeps you comfortable as you charge through the day.",adidas,USA,3.9,515,2021-10-23 17:51:27.666789,30,30.0
475,ZX 2K Boost Shoes,G58090,90,150,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"Some people live in the past. Some only think of the future. Lace up in these adidas ZX 2K Boost Shoes and see the value in both. Reworking '80s technical runners from the archive, a sandwich mesh upper pairs with futuristic TPU overlays for a look that's part past, part future. Bold logo graphics stand out on the comfortable Boost midsole for a purely modern edge.",adidas,USA,4.7,684,2021-10-23 17:51:27.756495,60,40.0
476,Geodiver Primeblue Shoes,FZ4689,72,90,USD,instock,Blue,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Style or planet? No need to pick sides. Lace into the streamlined design of these sporty shoes and join in adidas' commitment to help end plastic waste. Their minimalist upper is made with recycled materials and a partially recycled EVA midsole that keeps you walking on clouds. Sometimes, less is more.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",adidas,USA,4.6,512,2021-10-23 17:51:27.838986,18,20.0
477,ZX 2K Boost Shoes,G58089,90,150,USD,instock,Blue,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"Some people live in the past. Some only think of the future. Lace up in these adidas ZX 2K Boost Shoes and see the value in both. Reworking '80s technical runners from the archive, a sandwich mesh upper pairs with futuristic TPU overlays for a look that's part past, part future. Bold logo graphics stand out on the comfortable Boost midsole for a purely modern edge.",adidas,USA,4.7,684,2021-10-23 17:51:27.929280,60,40.0
478,ZX 700 HD shoes,FY1103,63,90,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,Stand still? No thanks. The ZX line has always stood for innovation. The latest addition to adidas' tech-driven line is no exception. These sneakers are the perfect combination of modern materials and retro style. Go ahead. Step into the future.,adidas,USA,4.1,251,2021-10-23 17:51:28.009523,27,30.0
479,ZX 1K Boost Shoes,GX6118,70,100,USD,instock,Yellow,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"ZX stands for many things. Innovation. Evolution. Comfort. These adidas ZX 1K Boost Shoes have all of it. In fact, they dial things up a notch with a half-Boost midsole that charges up your stride and a lightweight, ripstop upper. Plus, style. See those bright colors? Every step shines.",adidas,USA,4.2,77,2021-10-23 17:51:28.511968,30,30.0
480,Ultraboost 21 Shoes,FY0375,126,180,USD,instock,Grey,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Prototype after prototype. Innovation after innovation. Testing after testing. Meet us in the hot pursuit of the pinnacle harmonization of weight, cushioning, and responsiveness. Ultraboost 21. Say hello to incredible energy return.",adidas,USA,4.6,3900,2021-10-23 17:51:28.699849,54,30.0
481,Superstar Shoes,H05250,72,90,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Sometimes you just need to mix things up. Bring fresh flair to your look in these adidas Superstar Shoes. Blending heritage details with modern pops of Color, these sleek leather sneakers honor their basketball heritage while boldly stepping into the present. The rubber cupsole and Molded sockliner keep you comfortable whether you're showing off your killer outfit downtown or just meeting friends at the blacktop.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.8,1866,2021-10-23 17:51:28.797580,18,20.0
482,Swift Run X Shoes,H04318,60,85,USD,instock,Pink,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"While unpredictability can be super fun, reliability sure is nice. Luckily these adidas shoes allow for both. The simple, streamlined look works for all occasions, which means that when something unexpected pops up, they're ready. And they're comfortable. Another great thing to help you settle into the flow.",adidas,USA,4.5,562,2021-10-23 17:51:28.879747,25,29.411764705882355
483,ZX 1K Boost Shoes,GZ9172,70,100,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"The ZX series entered the scene in the '80s and took hold of running culture with its groundbreaking approach to speed. These adidas ZX 1K Boost Shoes might not be about performance anymore, but that doesn't mean they're slowing down. Forever forward focused, the progressive silhouette doubles up on comfort with a plush Boost and EVA midsole combo. The mesh upper is accented with synthetic overlays.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.2,77,2021-10-23 17:51:28.965093,30,30.0
484,ZX 700 HD shoes,FY1102,63,90,USD,instock,Blue,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,Stand still? No thanks. The ZX line has always stood for innovation. The latest addition to adidas' tech-driven line is no exception. These sneakers are the perfect combination of modern materials and retro style. Go ahead. Step into the future.,adidas,USA,4.1,251,2021-10-23 17:51:29.064074,27,30.0
485,ZX 700 HD Shoes,G55780,63,90,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Can you ever really lose spirit? The adidas ZX series would say no. Years may pass, things may change. The core remains. Not to get too poetic, but this modern version of the iconic shoes does inspire a certain nostalgia. The modern edge balances it out.",adidas,USA,4.1,251,2021-10-23 17:51:29.144945,27,30.0
486,Swift Run X Shoes,H04319,60,85,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"While unpredictability can be super fun, reliability sure is nice. Luckily these adidas shoes allow for both. The simple, streamlined look works for all occasions, which means that when something unexpected pops up, they're ready. And they're comfortable. Another great thing to help you settle into the flow.",adidas,USA,4.5,562,2021-10-23 17:51:29.247821,25,29.411764705882355
487,Runfalcon 2.0 Shoes,H04519,48,60,USD,instock,Grey,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"Put on these adidas shoes, and you're set for a run in the park followed by coffee with friends. With a mesh upper for added breathability, they're meant to deliver comfort all day long. A durable rubber outsole gives you a solid foundation no matter how busy your schedule.",adidas,USA,4.7,540,2021-10-23 17:51:29.328645,12,20.0
488,Swift Run X Shoes,GZ9045,68,85,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"The future is here. Meet it in style. A spin on a running classic, these adidas shoes are done up with a unique sublimation printing technique. The mesh upper hugs the foot with a snug, sock-like fit, made even more comfortable by the EVA midsole it rides on.",adidas,USA,4.6,1254,2021-10-23 17:51:29.421730,17,20.0
489,ZX 1K Boost Shoes,GZ9079,70,100,USD,instock,Grey,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Comfort has been at the center of the ZX line since day one. Now it's been turned up. Way up. Boost and EVA come together in these adidas shoes so you get double the cushioning as you glide from heel to toe. Lace up and enjoy the smooth ride. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,3.9,515,2021-10-23 17:51:29.505859,30,30.0
490,Superstar Shoes,GV7671,72,90,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Originals/Shoes,"Same look. Same vibe. Different materials. The adidas Superstar Shoes have been in a continuous state of evolution since they debuted on the hardwood in the '70s. So it makes sense that as the world's needs change, so does the icon's intention. These shoes alone will not save the planet, and the side of the shoe will tell you exactly that. But they are made with recycled materials, natural and renewable rubber and a synthetic leather upper. And that's a good start.

This product is made with Primegreen, a series of high-performance recycled materials. 70% of upper is recycled content. No virgin polyester.",adidas,USA,4.8,1866,2021-10-23 17:51:29.986877,18,20.0
491,Swift Run X Shoes,H04306,68,85,USD,instock,Grey,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"These adidas Swift Run X Shoes may not be about running anymore, but they are still about speed. Because life isn't slowing down any time soon. Borrowing from different running styles in the adidas archives, they focus on comfort to balance out the daily grind. Lightweight EVA cushioning, a durable rubber outsole and the comfortable textile upper come together to keep you feeling good.",adidas,USA,4.6,1254,2021-10-23 17:51:30.173769,17,20.0
492,Superstar Shoes,FY7717,63,90,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Originals/Shoes,"These adidas Superstar shoes may just be one pair, but the options are limitless. The transparent 3-Stripes show off your sock game, which means you can change the look of the iconic rubber shell toe on the daily just by switching up your socks. Patterns and bold colors will pop, or you can make the whole look monochrome. Doesn't matter. Just make the look yours. The shoes have a smooth leather upper and the famous rubber shell toe that roots them in their heritage.",adidas,USA,4.8,1866,2021-10-23 17:51:30.254261,27,30.0
