,name,sku,selling_price,original_price,currency,availability,color,category,source,source_website,breadcrumbs,description,brand,country,average_rating,reviews_count,crawled_at,discount_amount,discount_percent
197,QT Racer Sport Shoes,Q46322,46,65,USD,instock,Grey,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"These adidas shoes give you a smooth ride all day long, from your morning run to afternoon errands and then a backyard hangout at night. The Lightmotion midsole delivers super-lightweight cushioning you'll truly appreciate as the hours pass. 

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",adidas,USA,4.4,454,2021-10-23 17:50:46.570973,19,29.230769230769234
198,Supernova+ Shoes,S42716,96,120,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Take off. Touch down. Repeat. The process is simple, but not always easy. These adidas running shoes keep you comfortable from your first mile to your first race. The plus in the name refers to the extra Boost in the hybrid midsole, which gives this version of the Supernova more energy return. The engineered mesh upper provides support and ventilation where you need it most.",adidas,USA,4.5,275,2021-10-23 17:50:46.676194,24,20.0
199,QT Racer Sport Shoes,GW4842,46,65,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"These adidas shoes give you a smooth ride all day long, from your morning run to afternoon errands and then a backyard hangout at night. The Lightmotion midsole delivers super-lightweight cushioning you'll truly appreciate as the hours pass. 

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",adidas,USA,4.4,454,2021-10-23 17:50:46.762950,19,29.230769230769234
200,QT Racer Sport Shoes,GW4843,46,65,USD,instock,Pink,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"These adidas shoes give you a smooth ride all day long, from your morning run to afternoon errands and then a backyard hangout at night. The Lightmotion midsole delivers super-lightweight cushioning you'll truly appreciate as the hours pass. 

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",adidas,USA,4.4,454,2021-10-23 17:50:46.850322,19,29.230769230769234
201,Superstar Star Wars Shoes,FX5938,53,75,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Kids/Shoes,"Feel the Force every time you lace up in these juniors' adidas Superstar shoes. A basketball icon with over 50 years of history, these classic shoes have never shied away from breaking rules and pushing boundaries. Made in collaboration with Star Wars™, this version pays tribute to that rebellious attitude with playful graphics depicting Star Wars characters trying out new hobbies. After all, the Force should always we used for good.",adidas,USA,4.8,59,2021-10-23 17:50:46.928009,22,29.333333333333332
202,ZX 360 Shoes,S23979,36,45,USD,instock,Pink,Shoes,adidas United States,https://www.adidas.com,Kids/Shoes,"There's no one right way to move. As toddlers learn to explore the world around them, these adidas ZX 360 Shoes support them on their journey. The slip-on design makes them easy to get on and off so that they, and you, can get out the door quickly.",adidas,USA,4.8,18,2021-10-23 17:50:47.121742,9,20.0
203,Ultraboost 21 Shoes,FZ2929,128,160,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Kids/Shoes,"Prototype after prototype. Innovation after innovation. Testing after testing. Meet us in the hot pursuit of the pinnacle harmonization of weight, cushioning, and responsiveness. Ultraboost 21. Say hello to incredible energy return.",adidas,USA,4.6,241,2021-10-23 17:50:47.212729,32,20.0
204,X9000L4 Shoes,S23667,98,140,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"A few miles can be enough to reset your mind. These adidas running shoes keep you feeling good on short- to mid-distance runs. They ride on a full-length Boost midsole, which returns energy with every stride. The design draws inspiration from the virtual realm, with shocks of color and semi-translucent details that are reminiscent of a glowing screen. A glitched pattern on the outsole offers grippy traction on city streets.",adidas,USA,4.5,21,2021-10-23 17:50:47.301751,42,30.0
205,QT Racer Sport Shoes,FY5680,46,65,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"These adidas shoes give you a smooth ride all day long, from your morning run to afternoon errands and then a backyard hangout at night. The Lightmotion midsole delivers super-lightweight cushioning you'll truly appreciate as the hours pass. 

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",adidas,USA,4.4,454,2021-10-23 17:50:47.389180,19,29.230769230769234
206,EQ21 Run Shoes,H00515,64,80,USD,instock,Grey,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"When running is your sport, there's nothing you love more than that daily run. Log miles in ultimate comfort when you lace up in these adidas shoes. A breathable upper keeps feet feeling cool and fresh on warm days. Lightweight cushioning makes each step more enjoyable. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.6,146,2021-10-23 17:50:47.579410,16,20.0
207,EQ21 Run Shoes,H00521,72,80,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"When running is your sport, there's nothing you love more than that daily run. Log miles in ultimate comfort when you lace up in these adidas shoes. A breathable upper keeps feet feeling cool and fresh on warm days. Lightweight cushioning makes each step more enjoyable. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.6,146,2021-10-23 17:50:48.074767,8,10.0
208,EQ21 Run Shoes,H00519,64,80,USD,instock,Grey,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"When running is your sport, there's nothing you love more than that daily run. Log miles in ultimate comfort when you lace up in these adidas shoes. A breathable upper keeps feet feeling cool and fresh on warm days. Lightweight cushioning makes each step more enjoyable. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.6,146,2021-10-23 17:50:48.166252,16,20.0
209,X9000L4 Shoes,GY0127,112,140,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"A few miles can be enough to reset your mind. These adidas running shoes keep you feeling good on short- to mid-distance runs. They ride on a full-length Boost midsole, which returns energy with every stride. The design draws inspiration from the virtual realm, with shocks of color and semi-translucent details that are reminiscent of a glowing screen. A glitched pattern on the outsole offers grippy traction on city streets.",adidas,USA,4.5,21,2021-10-23 17:50:48.263439,28,20.0
210,Manga Short Sleeve Tee,HD9084,32,40,USD,instock,Blue,Clothing,adidas United States,https://www.adidas.com,Men/Clothing,"Channel your inner monster in this playful tee from adidas x Disney. It has a graphic of Pixar's Sulley on the side, reimagined as a manga character. Soft cotton fabric means you'll be comfy, not scared. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,USA,4.9,15,2021-10-23 17:50:48.360713,8,20.0
211,Supernova+ Shoes,FX6655,84,120,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"The run really begins the moment you forget that you're running. These adidas shoes provide total comfort to help you free your mind. They're made with beginner runners in mind, with an engineered mesh upper that gives you targeted support and ventilation. A combination of Boost and Bounce in the midsole provides an ideal mix of energy return and spring.",adidas,USA,4.5,275,2021-10-23 17:50:48.572161,36,30.0
212,Retrorun Shoes,GZ5355,52,65,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"From low key to dressy, these versatile adidas shoes pair with a variety of looks. The plush feel keeps you comfortable on casual strolls through the park and long afternoons on your feet. The retro design has suede overlays for a sharp finish.",adidas,USA,4.5,762,2021-10-23 17:50:48.677907,13,20.0
213,EQ21 Run Shoes,H00512,72,80,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"When running is your sport, there's nothing you love more than that daily run. Log miles in ultimate comfort when you lace up in these adidas shoes. A breathable upper keeps feet feeling cool and fresh on warm days. Lightweight cushioning makes each step more enjoyable. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.6,146,2021-10-23 17:50:48.807650,8,10.0
214,ZX 8000 Shoes,H01399,84,120,USD,instock,Beige,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"The ZX 8000s have had collectors searching far and wide since their release in the mid 2000s. It's all part of the game, and now we're giving you a shortcut to win. The legendary adidas shoes are right here, right now, ready for your feet. No hunt required. They build on one of the most iconic colorways of the model's history, but with a twist of course. The signature Torsion bar is still there, and the iconic heel TPU counter too. They wouldn't be part of the ZX thousand series without them.",adidas,USA,4.8,83,2021-10-23 17:50:48.928603,36,30.0
215,Grand Court Shoes,GW4852,36,45,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Kids/Shoes,"Tennis-inspired design gives these children's sneakers a clean and polished look that never goes out of style. These adidas shoes were clearly born from heritage '70s models, but whether they know that or not, your child is sure to recognize a good thing when they see it. Meant for everyday, all-day wear, the shoes have a cozy sockliner for extra comfort.",adidas,USA,4.8,31,2021-10-23 17:50:49.027831,9,20.0
216,Supernova+ Shoes,FX6658,84,120,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"The run really begins the moment you forget that you're running. These adidas shoes provide total comfort to help you free your mind. They're made with beginner runners in mind, with an engineered mesh upper that gives you targeted support and ventilation. A combination of Boost and Bounce in the midsole provides an ideal mix of energy return and spring.",adidas,USA,4.5,275,2021-10-23 17:50:49.129987,36,30.0
